split,example_group,constraint,pair_id,label,neural_score,neural_pred,symbolic_status,violated_constraints,positive_evidence,uncertain_reasons,governed_pred,left_title,right_title,left_brand,right_brand,left_price,right_price,left_description,right_description
valid,surviving_governed_fp,,61976083#45988376,0,0.9818504001530656,1,valid,[],"[""category_keyword_overlap""]","[""brand_missing"", ""model_tokens_no_overlap"", ""bundle_or_kit_mismatch"", ""currency_missing_or_mismatch""]",1,Brother HL-L6200DW Wireless High Speed Mono Laser Printer - Duplex Printer,BROTHER MFC-L2710DW COMPACT LASER ALL-IN-ONE WITH DUPLEX PRINTING WITH WIRELESS NETWORKING - COPIER/FAX/PRINTER/SCANNER - 32 PPM MONO PRINT - 2400 X 600 DPI PRINT - AUTOMATIC DUPLEX PRINT - 1200 DPI OPTICAL SCAN - 250 SHEETS INPUT - ETHERNET - WIRELE,,,529.00,$249.99,"Brother HL-L6200DW Wireless High Speed Mono Laser Printer - Duplex Printer - Print speeds of up to 46ppm - Combined paper input of 570 sheets - Automatic 2-Sided Printing - 16 characters x 1 line LCD display - High speed wired (10Base-T/100Base-TX/1000Base-T) and wireless(IEEE 802.11b/g/n) network interfaces - Wi-Fi DirectBrandBrotherTypeMono Laser PrinterConsumablesTN-3420 Up to 3,000 pages*, TN-3440 Up to 8,000 pages*, TN-3470 Up to 12,000 pages*DR-3425 (Up to 30,000 pages: 1 page/job)* in accordance with ISO/IEC 19752Black Toner Up to 3,000 pages in accordance with ISO/IEC 19752Drum DR-3425 (Up to 30,000 pages: 1 page/job)Print Resolution (DPI)1200 x 1200 dpiPrint/Copy Speed (ppm)Up to 46 ppmConnectivityHi-Speed USB 2.0, 10/100/1000Base-TX Ethernet and IEEE 802.11b/g/n WirelessPaper HandlingStandard Paper Capacity: Up to 520 sheetsMulti-Purpose Tray Capacity: Up to 50 Sheets (Plain) / 10 (Envelopes)Output Paper Capacity: Up to 150 Sheets Face Down (80gsm)1 sheet face-up (straight paper path)Media Weights Paper Tray: 60 - 120 gsm, half speed and straight paper output with more than 105gsmMedia Weights MP Tray: 60 - 200 gsm, half speed and straight paper output with more than 105gsmMedia Weights Duplex: 60 - 105 gsmAuto Duplex Printing/ScanningN in 1, Auto Duplex, Print Profiles (Windows/Mac)Poster, Header-Footer, Watermark, Booklet, Skip Blank Page, Print Archive, Print Text in Black, Carbon Copy (Windows Only)LCD16 characters x 1 line2 LEDs: Orange (Error), Green (Data, WiFi)Monthly Duty Cycle500 to 5,000 pagesDimensions (W x D x H)373(W) x 388(D) x 287(H)mmWeight (kg)11.3kgMemory Installed/Max256MBFeaturesiPrintScan: Yes (Print Only)AirPrint: YesGoogle Cloud Print: Yes (Ver 2.0)Mopria: YesN in 1, Auto Duplex, Print Profiles (Windows/Mac)Poster, Header-Footer, Watermark, Booklet, Skip Blank Page, Print Archive, Print Text in Black, Carbon Copy (Windows Only)OS CompatibilityWindows: Status Monitor, BRAdmin Light, BRAdmin Professional, Driver Deployment WizardMac: Status Monitor, BRAdmin (Light)Spec Sheet/Brochurehttp://www.brother.com.au/products/printers/monochrome-laser-printers/hl-l6200dw-detail",BROTHER MFC-L2710DW COMPACT LASER ALL-IN-ONE WITH DUPLEX PRINTING WITH WIRELESS NETWORKING - COPIER/FAX/PRINTER/SCANNER - 32 PPM MONO PRINT - 2400 X 600 DPI PRINT - AUTOMATIC DUPLEX PRINT - 1200 DPI OPTICAL SCAN - 250 SHEETS INPUT - ETHERNET - WIRELE
valid,surviving_governed_fp,,63386383#88950114,0,0.9809379599895608,1,uncertain,[],[],"[""brand_missing"", ""multiple_quantities_ambiguous"", ""currency_missing_or_mismatch""]",1,Fujifilm XF-56mm f1.2 APD,Fujifilm XF-56mm f1.2 R,,Fujifilm,999.00,879.49,,"Fujifilm XF-56mm f1.2 R, 28.5º Viewing Angle, 0.09x Magnification"
valid,surviving_governed_fp,,79599413#55369895,0,0.975729759010974,1,uncertain,[],[],"[""brand_missing"", ""model_tokens_no_overlap"", ""bundle_or_kit_mismatch"", ""currency_missing_or_mismatch""]",1,"EPSON Multipack fr EPSON Stylus Photo R200 / R300 Inhalt: je 1x light cyan, cyan, light magenta, magenta, gelb, schwarz (neu: C13T04874010 / alt: C13T048140A0) R220 / R320 / R340 / RX500 / RX600 / RX620 / RX640",Epson STYLUS PHOTO R3000 BLACK INK,EPSON,,99.41,24.81,,Epson STYLUS PHOTO R3000 BLACK INK
valid,surviving_governed_fp,,76444235#81158427,0,0.9753039815511524,1,valid,[],"[""brand_match"", ""category_keyword_overlap""]","[""multiple_quantities_ambiguous"", ""price_missing""]",1,"HDD: 8 Tb (3.5\"") 7200 Seagate IronWolf Pro SATA III 256Mb (ST8000NE001)","HDD: 16 Tb (3.5\"") 7200 Seagate IronWolf Pro SATA III 256Mb",Seagate,Seagate,,,,
valid,surviving_governed_fp,,64511013#10214898,0,0.9677747161949682,1,uncertain,[],[],"[""brand_missing"", ""currency_missing_or_mismatch""]",1,Swiss Military Hanowa FLAGSHIP 06-5161.2.04.003 Herrenuhr,Swiss Military Hanowa Flagship 06-5161.2.04.007,,,"378,00 лв",1895.00,,
valid,surviving_governed_fp,,90187322#13983853,0,0.964504917165346,1,valid,[],"[""quantity_match""]","[""brand_missing"", ""currency_missing_or_mismatch""]",1,Gigabyte GeForce GTX 1650 4GB OC,"Placa video Gigabyte GeForce® GTX 1650 SUPER™ OC 4GB, GDDR6, 128-bit",,GIGABYTE,869,823.99,,Garantie 36 luni
valid,surviving_governed_fp,,66718913#65736175,0,0.963713338069293,1,valid,[],"[""category_keyword_overlap""]","[""brand_missing"", ""multiple_quantities_ambiguous"", ""currency_missing_or_mismatch""]",1,Samsung Portable SSD T7 2TB,Samsung Portable SSD T7 Touch 1TB USB 3.2,,,739.92,999,"Samsung Portable SSD T7 2TB, Blue",
valid,surviving_governed_fp,,90241829#42191064,0,0.9604229154284122,1,valid,[],"[""model_token_overlap"", ""category_keyword_overlap""]","[""brand_missing"", ""currency_missing_or_mismatch""]",1,"BenQ SW2700PT 27 inch 2K Photographer Monitor2560x1440 QHD, 99% Adobe RGB, 100% Rec.709/sRGB color space, Hardware Calibration, 14-bit 3D LUTSW2700PT, HDMI 1.4,OSD Controller, 60Hz refresh rate | SW2700PT","27\"" BenQ SW271 4K Adobe RGB Color Management Photographer Monitor",,,2475,979.00,"With stunning 2K resolution, the 27” BenQ SW2700PT monitor is equipped with 99% Adobe RGB, 100% sRGB, 100% Rec.709 color space coverage providing you with a wide range of spectacular colors to work with.","27” 3840x2160 4K UHD Resolution 99% Adobe RGB with IPS technology Hardware Calibration Palette Master Element color calibration software USB-C for transmitting data and video signal with one cable Black-and-White photo mode High Dynamic Range (HDR) support Shading Hood / OSD controller Colour Gamut: 100% Rec.709/ sRGB, 99% Adobe RGB, 93% DCI-P3 GamutDuo - side by side colour spaces Inputs: HDMI 2.0, DisplayPort 1.4 10-bit Display for Extreme Colour Accuracy 14-bit 3D LUT & Delta E ≦ 2 Shading Hood Included IPS Panel Screen can pivot 90 degrees Screen can tilt down 5 and up 20 degrees screen can swivel left or right by 45 degrees HDMI and DisplayPort Cables Included"
valid,surviving_governed_fp,,81364706#35335928,0,0.9584600801536808,1,valid,[],"[""brand_match"", ""model_token_overlap"", ""category_keyword_overlap""]","[""currency_missing_or_mismatch""]",1,TP-Link 300Mbps Wireless Range Extender incl. stopcontact,TP-Link 300Mbps Wireless Range Extender,TP-Link,TP-Link,23.95,16.95,"IEEE 802.11b/g/n, 2.4~2.4835GHz, 10/100Mbps",TP-Link 300Mbps Wireless Range Extender
valid,surviving_governed_fp,,3635947#66348579,0,0.9567555011319536,1,uncertain,[],[],"[""brand_missing"", ""currency_missing_or_mismatch""]",1,SRAM Trail/Guide/ G2 disc brake pads,"SRAM SRAM Disc Brake Pads - Organic Compound, Steel Backed, Quiet, For SRAM Hydraulic Road Disc, Level Ultimate/TLM (2017-2019)",,SRAM,13.95,24.99,"SRAM brake pads suitable for the SRAM X.0 Trail/Guide disc brake. The sintered brake pads offer a more powerful braking performance on long downhills, whereas the organic brake pads have a lower noise level and offer better braking power modulation.Compatibility (four-piston brakes):· Avid X0/X9/X7 Trail brakes· Sram Guide R/RS/RSC· Sram Guide Ultimate · Backing plate: steel· 2 pcs incl spring, bolt and split pin",Original equipment pads for no-compromise disc brake performance.
valid,surviving_governed_fp,,38448123#9507325,0,0.9566021766286456,1,uncertain,[],[],"[""brand_missing"", ""currency_missing_or_mismatch""]",1,Kšiltovka New Era New York Yankees 39Thirty,Kšiltovka New Era Clean Trucker 2 New York Yankees,,,658,544,,
valid,surviving_governed_fp,,32940682#43759195,0,0.9534801979919242,1,valid,[],"[""model_token_overlap"", ""category_keyword_overlap""]","[""brand_missing"", ""currency_missing_or_mismatch""]",1,Audio Technica ATHM40X Professional Monitor Headphones,Audio Technica ATHM50X Professional Monitor Headphones,,,99.99,149.95,"The M-Series ATH-M40x professional monitor headphones are tuned flat for incredibly accurate audio monitoring across an extended frequency range. Your studio experience is enhanced with superior sound isolation and swiveling earcups for convenient one-ear monitoring. Engineered with pro-grade materials and robust construction, the M40x excels in professional studio tracking and mixing, as well as DJ monitoring.Critically acclaimed M-Series professional monitor headphones deliver accurate audio and outstanding comfort, perfect for long sessions in the studio and on the go. Contoured earcups seal tight for excellent sound isolation, with minimal bleed. And the pro-grade materials are durable, yet comfortable. Find out why online reviewers, top aud","The M-Series ATH-M40x professional monitor headphones are tuned flat for incredibly accurate audio monitoring across an extended frequency range. Your studio experience is enhanced with superior sound isolation and swiveling earcups for convenient one-ear monitoring. Engineered with pro-grade materials and robust construction, the M40x excels in professional studio tracking and mixing, as well as DJ monitoring.Critically acclaimed M-Series professional monitor headphones deliver accurate audio and outstanding comfort, perfect for long sessions in the studio and on the go. Contoured earcups seal tight for excellent sound isolation, with minimal bleed. And the pro-grade materials are durable, yet comfortable. Find out why online reviewers, top a"
valid,surviving_governed_fp,,70833173#81158427,0,0.9533382234001766,1,valid,[],"[""brand_match"", ""category_keyword_overlap""]","[""multiple_quantities_ambiguous"", ""price_missing""]",1,"HDD: 4 Tb (3.5\"") 7200 Seagate IronWolf Pro SATA III 128Mb (ST4000NE001)","HDD: 16 Tb (3.5\"") 7200 Seagate IronWolf Pro SATA III 256Mb",Seagate,Seagate,,,,
valid,surviving_governed_fp,,66658369#39203102,0,0.9517860871384972,1,valid,[],"[""category_keyword_overlap""]","[""brand_missing"", ""model_tokens_no_overlap"", ""multiple_quantities_ambiguous"", ""currency_missing_or_mismatch""]",1,"4GB DDR3L 1600 MT/s (PC3L-12800) CL11 Crucial Unbuffered UDIMM 240pin 1,35V/1,5V Single Ranked CT51264BD160BJ",Crucial RAM 4GB DDR3L 1600 MT/s (PC3-12800) CL11 SODIMM 204pin 1.35V/1.5V Single Ranked,,Crucial,26.66,15880.00,,Crucial 4GB DDR3L-1600 SODIMM product informationProduct SpecificationsBrand CrucialForm Factor SODIMMTotal Capacity4GBWarranty Limited LifetimeSpecs DDR3 PC3-12800 • CL=11 • Unbuffered • NON-ECC • DDR3-1600 • 1.35V •Series CrucialECC NON-ECCModule Qty 1Speed 1600 MT/STracer FalseVoltage 1.35VDIMM Type UnbufferedBullet Features Increases system performanceMore information
valid,surviving_governed_fp,,18159593#81157886,0,0.950526261438613,1,valid,[],"[""brand_match"", ""color_match""]","[""multiple_quantities_ambiguous"", ""currency_missing_or_mismatch""]",1,Corsair Vengeance Lpx 32 Gb (2x16 Gb) Ddr4 Dram Dimm 2666 M Hz Unbuffered 16 18 18 35 Black Heat Spreader 1.2 V Xmp 2.0,Corsair Vengeance Lpx 8 Gb (1x8 Gb) Ddr4 Dram Dimm 2666 M Hz Unbuffered 16 18 18 35 Black Heat Spreader 1.2 V Xmp 2.0,Corsair,Corsair,170.0,0.0,Designed for high-performance overclocking on Intel X99 and 100 Series motherboardsVengeance LPX...,Designed for high-performance overclocking on Intel X99 and 100 Series motherboardsVengeance LPX ...
valid,surviving_governed_fp,,68374441#85173141,0,0.9483050497352586,1,valid,[],"[""model_token_overlap"", ""color_match""]","[""brand_missing"", ""multiple_quantities_ambiguous"", ""currency_missing_or_mismatch"", ""category_keyword_mismatch""]",1,"Instax SQUARE Film 20 shot pack, white border","Instax SQUARE Film 10 shot pack, white border",,,17.0,10.0,"Image Size - 62 mm x 62 mmFilm Size - 86 mm x 72 mmSuitable for all SQUARE cameras and SHARE printersCompatible with all instax SQUARE cameras and printersinstax SQUARE - 20 shotsColour instant film in a square-format.Square-format film compatible with the instax square printers and cameras has arrived.This film boasts the same professional high-quality instant photograph technology found in all instax film, but in a square-format. With assured accurate colour and sharpness, your memories will be preserved for years to come in a format that photographers love across the globe.Print size – 8.6cm x 7.2cmImage size – 6.2cm x 6.2cm","Image Size - 62 mm x 62 mmFilm Size - 86 mm x 72 mmSuitable for all SQUARE cameras and SHARE printersCompatible with all instax SQUARE cameras and printersinstax SQUARE - 10 shotsColour instant film in a square-format.Square-format film compatible with the instax square printers and cameras has arrived.This film boasts the same professional high-quality instant photograph technology found in all instax film, but in a square-format. With assured accurate colour and sharpness, your memories will be preserved for years to come in a format that photographers love across the globe.Print size – 8.6cm x 7.2cmImage size – 6.2cm x 6.2cm"
valid,surviving_governed_fp,,64511013#18529215,0,0.9481196850253576,1,uncertain,[],[],"[""brand_missing"", ""currency_missing_or_mismatch""]",1,Swiss Military Hanowa FLAGSHIP 06-5161.2.04.003 Herrenuhr,Swiss Military Hanowa FLAGSHIP 06-5161.2.04.007 Men's Watch,,,"378,00 лв",181.00,,">, FLAGSHIP by Swiss Military HanowaSporty Swiss Military Hanowa Mens watch 06-5161.2.04.007 . Colors > Dial: Black, Strap: Silver, Case: Silver. Very comfortable Stainless steel strap. The water resistance is 10 ATM. A scratch proove Saphire glass protects your watch from involuntary injuries."
valid,surviving_governed_fp,,30429353#95592561,0,0.9467651079151324,1,uncertain,[],[],"[""brand_missing"", ""multiple_quantities_ambiguous"", ""currency_missing_or_mismatch""]",1,Kingston SD 32GB Class 10,Kingston Canvas Select Class 10 Micro SD Card - 32GB,,Kingston,16.56,19.99,Kingston SD 32GB Class 10 Memorije kartice,"Full HD compliant Class 10 performance Micro SD Card. The 32GB Kingston Canvas Select SDHC card safely and effectively stores all of your precious data, images, video and more."
valid,surviving_governed_fp,,41453265#66718913,0,0.9458460691368286,1,valid,[],"[""category_keyword_overlap""]","[""brand_missing"", ""multiple_quantities_ambiguous"", ""currency_missing_or_mismatch""]",1,"Samsung Portable SSD T5 2TB external Black, USB-C/USB3.0",Samsung Portable SSD T7 2TB,,,479,739.92,,"Samsung Portable SSD T7 2TB, Blue"
valid,surviving_governed_fp,,89399226#5062948,0,0.9451463886038804,1,uncertain,[],[],"[""brand_missing"", ""currency_missing_or_mismatch""]",1,Super Ubiquinol CoQ10 with Enhanced Mitochondrial Support 50 mg,"Life Extension, Super Ubiquinol CoQ10 with Enhanced Mitochondrial Support, 100 mg, 60 Softgels",Life Extension,,15.00,2297.17,"50 mg, 30 softgels | Item # 01427Ultra-absorbable CoQ10 benefits cell energy, heart & brain healthOur patented ubiquinol is highly bioavailable, which means it’s easy for the body to absorb. Combined with PrimaVie® shilajit the rate of absorption increases to help promote the body’s youthful cellular energy production.Non-GMO$15.00Multi-Unit Discount Available4 units @ $12.00 | Save 20%Available versions:50 mg30 softgels$15.00100 softgels$43.50100 mg30 softgels$24.7560 softgels$46.50200 mcg30 softgels$44.25",
valid,surviving_governed_fp,,85881145#22134242,0,0.9450592348703992,1,uncertain,[],[],"[""brand_missing"", ""price_missing""]",1,Maxxis Tire High Roller II EXO/TR Foldable 27.5x2.30,Maxxis High Roller II 27.5x2.5WT TERRA/EXO/TR Tire,,Maxxis,,$68.00,"An open and aggressive tread design gives the High Roller II excellent soil penetration and mud-clearing ability. A square profile provides a solid, consistent feel across the knobs. Modified knobs on the shoulder and center improve braking performance and traction on hard surfaces. An excellent choice for technical, loose terrain. The High Roller II is available in trail, enduro, and downhill specs.","An open and aggressive tread design gives the High Roller II excellent soil penetration and mud-clearing ability. A square profile provides a solid, consistent feel across the knobs. Modified knobs on the shoulder and center improve braking performance and traction on hard surfaces. An excellent choice for technical, loose terrain. The High Roller II is available in trail, enduro, and downhill specs."
valid,surviving_governed_fp,,614139#66348579,0,0.9410084024801164,1,uncertain,[],[],"[""brand_missing"", ""currency_missing_or_mismatch""]",1,Road Disc Sintered Brake Pads,"SRAM SRAM Disc Brake Pads - Organic Compound, Steel Backed, Quiet, For SRAM Hydraulic Road Disc, Level Ultimate/TLM (2017-2019)",,SRAM,24.99,24.99,Original equipment pads for no-compromise disc brake performance.- Pad Shape Number: 37,Original equipment pads for no-compromise disc brake performance.
valid,surviving_governed_fp,,74435514#12310317,0,0.9371761618501848,1,valid,[],"[""color_match"", ""category_keyword_overlap""]","[""brand_missing"", ""currency_missing_or_mismatch""]",1,Apple Lightning to HDMI Digital AV Adaptor White,Apple Lightning To VGA Adaptor White,,,0.00,0.00,"Use the Lightning Digital AV Adaptor to mirror whatever's on your iPad with Retina display, iPad mini, iPhone 5, and iPod touch (5th generation) with Lightning connector.","Use the Lightning to VGA Adaptor with your iPad with retina display, iPad Mini, iPhone 5, and iPod touch (5th generation) with Lightning connector. The Lightning to VGA Adaptor supports mirroring of what is displayed on your device screen including apps, presentations, websites, slideshows and more - to your VGA-equipped TV, display, projector or other compatible display in up to 1080p HD."
valid,surviving_governed_fp,,84336913#66749842,0,0.9368588189016568,1,valid,[],"[""model_token_overlap""]","[""brand_missing"", ""currency_missing_or_mismatch""]",1,Shimano Dura-Ace CS-R9100 11-25T 11sp Cassette,"Details aboutNEW 2020 Shimano Dura Ace 11 Speed Cassette Fits Ultegra, Sram: CS-R9100: 11-28",Shimano,,320.99,218.88,"Match your riding style as well as your chosen terrain with Shimano's lightweight Titanium Dura Ace CS-R9100 11-Speed Cassette. New combinations of gearing options have been added including expanded choices for gearing appropriate to wheels, climbers, and the punchers who demand the best of both worlds, but the cassette's feathery construction combination of titanium and nickel-plated steel cogs (along with alloy and carbon carrier) remain tried, true and unaltered. The CS-R9100 Shimano 11-25T cassette with hyper-glide is most definitely a welcome addition to the cassette line up and provides the Dura Ace R9100 series, on the back end of the drivetrain, with a wider range of graduation, along with fast, accurate and smooth shifting in all situations. No matter if, you are up shifting or down shifting, the Dura Ace R9100 cassette stands out above all others through its' reliable and easy shifts.",
valid,surviving_governed_fp,,66718913#63587638,0,0.9304082369596336,1,valid,[],"[""category_keyword_overlap""]","[""brand_missing"", ""multiple_quantities_ambiguous"", ""bundle_or_kit_mismatch"", ""currency_missing_or_mismatch"", ""color_conflict""]",1,Samsung Portable SSD T7 2TB,SAMSUNG T7 Touch Black 2TB Portable SSD with Fingerprint ID,,Samsung,739.92,365.99,"Samsung Portable SSD T7 2TB, Blue","2TB Samsung T7 Touch MU-PC2T0K/WW, Portable External SSD, Fingerprint ID, USB 3.2 Gen2/Type-C,Bus Powered, Black"
valid,surviving_governed_fp,,50408756#15280298,0,0.9280165093774008,1,valid,[],"[""model_token_overlap"", ""category_keyword_overlap""]","[""brand_missing"", ""currency_missing_or_mismatch""]",1,"ASUS AMD B550 ROG STRIX B550-E GAMING (Ryzen AM4) ATX MB, Dual M2, PCIe 4.0, 2.5Gb LAN, WiFi 6, BT 5.1, 2x SLI, 3x CrossFireX, USB 3.2 Gen2 A&C, AuraS",ASUS ROG STRIX B550-F GAMING AMD AM4 B550 Chipset ATX Motherboard,,Asus,519.75,183.40,"ASUS ROG Strix B550 Gaming series motherboards offer a feature-set usually found in the higher-end ROG Strix X570 Gaming series, including the latest PCIe® 4.0. With robust power delivery and effective cooling, ROG Strix B550 Gaming is well-equipped to handle 3rd Gen AMD Ryzen™ CPUs. Boasting futuristic aesthetics and intuitive ROG software, ROG Strix B550-E Gaming gives you a head start on your dream build.ROG Strix B550-E Gaming features two M.2 slots, one of which supports the latest PCIe 4.0 standard to provide maximum storage flexibility and the fastest data speeds available via the 3rd Gen AMD Ryzen platform. Both M.2 slots support up to the type 22110 socket and NVM Express® RAID for a performance boostCPUAMD AM4 Socket 3rd Gen AMD Ryzen™ Processors ChipsetAMD B550 Memory3rd Gen AMD Ryzen™ Processors 4 x DIMM, Max. 128GB, DDR4 GraphicIntegrated Graphics Processor 1 x DisplayPort 1.2 1 x HDMI 2.1(4K@60HZ) Multi-GPU SupportSupports NVIDIA 2-Way SLI® Technology Supports AMD 3-Way CrossFireX™ Technology Expansion Slots3rd Gen AMD Ryzen™ Processors 2 x PCIe 4.0 x16 (x16 or dual x8) AMD B550 Chipset 1 x PCIe 3.0 x16 (x4 mode) * 2 x PCIe 3.0 x1 StorageTotal supports 2 x M.2 slots and 6 x SATA 6Gb/s ports Support Raid 0, 1, 10 LANIntel® I225-V 2.5Gb Ethernet ASUS LANGuard Wireless Data NetworkIntel® Wi-Fi 6 AX200 2x2 Wi-Fi 6 (802.11 a/b/g/n/ac/ax) support 1024QAM/OFDMA/MU-MIMO BluetoothBluetooth v5.1* Operating SystemWindows® 10 64-bit Form FactorATX Form Factor 12 inch x 9.6 inch ( 30.5 cm x 24.4 cm )ASUS AMD B550 ROG STRIX B550-E GAMING (Ryzen AM4) ATX MB, Dual M2, PCIe 4.0, 2.5Gb LAN, WiFi 6, BT 5.1, 2x SLI, 3x CrossFireX, USB 3.2 Gen2 A&C, AuraSWarranty: 36 months Size: 305x244x50 mm Weight: 1.6 Kg","ATX, Dual Channel DDR4, 1 x PCIe 4.0 x16, 1 x PCIe 3.0 x16, 3 x PCIe 3.0 x1,2 x M.2, 2.5G Ethernet, USB 3.2 Gen 2, HDMI, DisplayPort"
test,helpful_blocked_fp,brand_conflict,76414740#17131328,0,0.8526508861295923,1,invalid,"[""brand_conflict""]","[""color_match"", ""category_keyword_overlap""]","[""currency_missing_or_mismatch""]",0,OKI 42127457 Original Black High Capacity Toner Cartridge,Samsung ML-D3050B Original Black High Capacity Toner Cartridge,OKI,Samsung,75.02,173.20,,
test,helpful_blocked_fp,brand_conflict,3745118#28139453,0,0.804407038410987,1,invalid,"[""brand_conflict""]",[],"[""currency_missing_or_mismatch""]",0,Peak Design Everyday Backpack 20L V2,PeakDesign Peak Design Everyday Sling,Peak Design,PeakDesign,1920,149.95,,"If you're on the go and don't want to be burdened with too much gear or a bulky bag, take advantage of this Everyday Sling from Peak Design. Made for your essential gear, it can hold a DSLR or mirrorless camera body with 2-3 lenses, a 13\"" laptop or tablet"
test,helpful_blocked_fp,brand_conflict,72355176#48925354,0,0.7707977165935723,1,invalid,"[""brand_conflict""]","[""category_keyword_overlap""]","[""multiple_quantities_ambiguous"", ""currency_missing_or_mismatch"", ""color_conflict""]",0,Kingston DataTraveler 104 16GB USB 2.0 Flash Drive,8GB Kingston DataTraveler 2000 Encrypted USB Flash Drive - Blue,Kingston,WD,8.00,74.04,Kingston’s DataTraveler® 104 (DT104) USB 2.0 Flash drive is an affordable storage solution for most consumers. This reliable and stylish black drive is best to store and transfer everyday documents and media. The sliding cap design allows the USB connector to be safely housed inside and prevents the cap from getting lost. Available in capacities from 16GB-64GB1 to meet your storage needs.• Portable for easy transportability• Stylish sliding cap design,See the best price for 8GB Kingston DataTraveler 2000 Encrypted USB Flash Drive - Blue
test,helpful_blocked_fp,brand_conflict,20008769#14703437,0,0.7431319411295134,1,invalid,"[""brand_conflict""]","[""color_match""]","[""currency_missing_or_mismatch""]",0,"Shimano Shimano Deore XT BL-M8100/BR-M8100 Disc Brake and Lever - Rear, Hydraulic, Post Mount, 2-Piston, Black","SRAM Guide RE Disc Brake and Lever - Hydraulic, Post Mount, Black - Front",Shimano,SRAM,154.99,135.0,,"Guide RE is SRAM's optimized braking solution for the category of E-MTBs. The Guide RE system is capable of handling the higher average speeds, more intense use and increased mass due to the presence of the motor and battery.Four aluminum pistons provide the stopping power and excellent heat managementStainless steel heat shield breaks the thermal connection between the brakes pads and the caliper body, which reduces fluid temperatureForged aluminum lever body and bladeBleeding Edge design for easier maintenanceSpecificationsAdjustable Reach:YesBrake Caliper Type:Post MountBrake Lever Actuation:HydraulicBrake Lever Use:LeftColor:BlackHydraulic Hose Length:950 (front)Adjustable Contact Point:NoHydraulic Fluid Type:DOTRotor Included:NoPad Compound:SinteredDesigned for ebike:YesWeight:415g each"
test,helpful_blocked_fp,brand_conflict,54561745#48568647,0,0.7384877213465615,1,invalid,"[""brand_conflict""]","[""category_keyword_overlap""]","[""currency_missing_or_mismatch""]",0,"Fuji Xerox CM405DF, Toner Cartridge (K) 11K",Xerox Phaser 6180 Black Toner Cartridge,Fuji Xerox,Xerox,302.50,127.36,,
test,helpful_blocked_fp,brand_conflict,10373021#96389554,0,0.7374818167560137,1,invalid,"[""brand_conflict""]","[""model_token_overlap"", ""category_keyword_overlap""]","[""bundle_or_kit_mismatch"", ""price_missing""]",0,APC Smart-UPS 1500VA LCD Tower UPS,1500VA Smart UPS LCD RM2U 120V,APC UPS,APC,,649.99,APC Smart-UPS 1500VA LCD Tower UPS,"APC Smart-UPS, 1000 Watts / 1440 VA,Input 120V / Output 120V, Interface Port SmartSlot, USB, Rack Height 2 UIncludes: CD with software, Documentation CD, Installation guide, Rack Mounting support rails, Smart UPS signalling RS-232 cable, USB cable"
test,helpful_blocked_fp,brand_conflict,32720682#47209317,0,0.7332898118694311,1,invalid,"[""brand_conflict"", ""model_token_conflict""]","[""category_keyword_overlap""]","[""multiple_quantities_ambiguous"", ""currency_missing_or_mismatch""]",0,HP 16GB Dual Rank x4 PC3-12800R (DDR3-1600) 1.5V Memory Dimm,PATRIOT Memory DDR3 8GB PC3-12800 (1600MHz) DIMM - 8 GB - 1 x 8 GB - DDR3 - 1600 MHz - 240-pin DIMM,HP,PATRIOT,88.95,35.71,,Memory DDR3 8GB PC3-12800 (1600MHz) DIMM - 8 GB - 1 x 8 GB - DDR3 - 1600 MHz - 240-pin DIMM
test,helpful_blocked_fp,brand_conflict,87394924#94294184,0,0.7279879948330037,1,invalid,"[""brand_conflict""]",[],"[""currency_missing_or_mismatch""]",0,Sunrace Cassette Sunrace 8v 11-32,SRAM PG820 Cassette - 8 speed 11-32T Black,Sunrace,SRAM,14.95,14.99,chroom hg imitatie,The PG-820 cassette offers PowerGlide II™ 8-speed performance in a steel and DuraBlast cassette. The cassette performance is optimized by tooth profile and shift ramp design for quick and positive index shifting. Available in 3 size ratios - this cassette has an 11-12-14-16-18-21-26-32 tooth combination. Weight: 360g.
test,helpful_blocked_fp,brand_conflict,77417818#17131328,0,0.727878732812247,1,invalid,"[""brand_conflict""]","[""category_keyword_overlap""]","[""currency_missing_or_mismatch""]",0,OKI 42127407 Original Cyan High Capacity Toner Cartridge,Samsung ML-D3050B Original Black High Capacity Toner Cartridge,OKI,Samsung,198.92,173.20,,
