split,error_type,pair_id,label,neural_score,neural_pred,left_title,right_title,left_brand,right_brand,left_price,right_price,title_similarity
valid,borderline,64148934#80914174,0,0.6611023224930185,1,MB ASUS PRIME PRIME B365M-A LGA1151 (COFFEE LAKE) 4DDR4 VGA+DVI+HDMI PCIe M2 Raid mATX,MB Presa AM4 ASUS PRIME B450-PLUS,,,106.63,93.66,0.5652173913043478
test,borderline,1846119#4931789,0,0.6588759490571646,0,Nikon AF-S NIKKOR 70-200mm f2.8 FL ED VR Lens,Nikon 400mm f/2.8E FL ED VR AF-S NIKKOR,Nikon,,1779.0000,10799.10,0.8571428571428571
train,borderline,36157293#80691068,1,0.6612229814194003,1,Gigabyte RTX2080 TI AORUS XTREME11GB GDDR6 HDMI 3xDP USB-C,GIGABYTE GeForce RTX 2080 Ti AORUS Xtreme - 11GB GDDR6 RAM - Grafikkort,,,1295,8999.00,0.4094488188976378
valid,borderline,35724064#44517360,0,0.6612601884707714,1,Ubiquiti UVC-G3-FLEX UniFI IP Dome Camera,"Ubiquiti Unifi Uvc-g4-pro 8 Megapixel Network CameraBullet - H.264 - 3840 X 2160 - 3x Optical - Os08a20 - Wall Mount, Ceiling Mount, Pole Mount",,,$‎147.95,431.09,0.3265306122448979
train,borderline,10320617#98066391,0,0.6612610021138635,1,ASUS Scheda Madre TUF X470-PLUS GAMING AMD X470,ASUS Scheda Madre ROG STRIX X570-F GAMING AMD,,,"€ 198,00","€ 336,00",0.782608695652174
train,borderline,91661707#48868171,0,0.661431643100242,1,ZEBRA 800011-101 BLACK RIBBON (1000 PRINTS),ZEBRA 800033-801 BLACK RIBBON (1000 PRINTS),,,12.65,9.5,0.9302325581395349
test,borderline,68819356#81510647,0,0.661475325818632,1,"Garmin 010-01872-00 Striker Plus 5Cv with Cv20-TM transducer, 5 inches",Garmin echoMAP(tm) Plus 43cv,Garmin,,299.99,,0.5641025641025641
valid,borderline,81014895#70265673,0,0.6584209138950047,0,Crucial DDR3 1600MHz 8GB (1x8) SODIMM Memory RAM CT102464BF160B | PCByte,Crucial DDR3L 1600MHz 4GB (1x4) Desktop Memory RAM CT51264BD160BJ | PCByte,Crucial,Crucial,62.0,33.0,0.8493150684931507
train,borderline,78190984#12727811,0,0.6615812504771714,1,Brother HL-L5200DW Business Laser Printer with Wireless Networking and Duplex Printing - HL-L5200DW,"Brother HL-L6200DW Business Laser Printer with Wireless Networking, Duplex Printing - HL-L6200DW",Brother,Brother,275.98,299.98,0.9595375722543352
train,borderline,50250903#44557157,0,0.6616368175250952,1,Ubiquiti UniFi Protect UVC-G4-PRO,Ubiquiti UVC-G3-FLEX-3 UniFi Protect G3 FLEX Camera 3-Pack,Ubiquiti,,6195,$‎234.95,0.8
test,borderline,77417818#46862234,0,0.6582166127299154,0,OKI 42127407 Original Cyan High Capacity Toner Cartridge,Toner Dell Technologies - Dell - alta capacit - ciano - originale - cartuccia toner 593-10290,OKI,,198.92,3.1898E2,0.4705882352941177
train,borderline,8165330#49183975,0,0.6618739481682793,1,TP-Link TL-SG1008 8xRJ45 10/100/1000Mbps,TP-LINK TL-SG108PE Unmanaged Gigabit Ethernet (10/100/1000) Zwart Power over Ethernet (PoE),,TP-Link,31.46,56.40,0.4590163934426229
valid,borderline,4412392#39023980,1,0.662023252926706,1,"Maxxis Maxxis, High Roller II, Tire, 29''x2.50, Folding, Tubeless Ready, 3C Maxx Terra, Double Down, Wide Trail, 120x2TPI, Black",Maxxis Highroller II Black Fold/120 x 2 3C/Terra/DD/TR/WT Tires,Maxxis,,122.00,9.0E1,0.4397905759162304
test,borderline,50066280#43886265,0,0.6620536960777058,1,"COOLER MASTER CASE H500P MESH ARGB MID TOWER, SIDE PANEL, MICROATX-MINI ITX, 2XUSB 3.2, 2XUSB 2.0, 1X3.5MM AUDIO JACK, 1X3.5MM MIC JACK, 1XARGB CONTROLLER, 1XARGB 2-TO-3 SPLITTER, 2X200MM ARGB FAN FRONT, 1X140MM ARGB FAN REAR, NERO",CASE/PSU FAN COOLER MASTER MASTERFAN SF120M,,Cooler Master,215.00,29.99,0.5666666666666667
test,borderline,32364706#49774127,0,0.6620938024836851,1,Rondure 1 Light Sphere Pendant,Uttermost 21908 Fascination 3 Light Silken Drum Pendant Light,,,6.2216E2,7.898E2,0.6046511627906976
test,borderline,92162090#51543051,0,0.6578507532435245,0,"Patriot Memory P210 2.5\"" 256 GB SATA III SSD",SSD disk Patriot P210 2TB,Patriot,PATRIOT,36.95,5352.00,0.7804878048780488
test,borderline,73086055#53241629,1,0.662155129529344,1,"OEM Canon CLI-221M, 2948B001-K lnk Cartridge - Magenta - 3 / Pack",Canon CLI-221M CLI221 Dye Ink Cartridge,,,74.95,19.7,0.6078431372549019
train,borderline,56603137#74456310,0,0.6621653238077428,1,Asus ROG STRIX B550-E GAMING AM4 ATX Motherboard,ASUS ROG Strix X570-F Gaming moederbord Socket AM4 ATX AMD X570,,ASUS,409.00,278.99,0.46846846846846846
test,borderline,23833261#55728462,1,0.6577339363103516,0,"Monitor 23.8\"" ACER B247Ybmiprx, 16:9, IPS, LED, FHD 1920*1080, 4 ms, 250 cd/mp, 1000:1/ 100M:1, 178/178, pivot, VGA, HDMI, DP(1.2), UM.QB7EE.001","Acer B7 B247Y bmiprx 23.8\"" Full HD LED Mat Flat Zwart computer monitor",ACER,,729,137.20,0.3425925925925925
test,borderline,17116847#66105744,1,0.6622906595251681,1,Tissot Men's T0554171605700 'PRC 200' Chronograph Black Leather Watch,Tissot T-Sport PRC Watch T0554171605700,,,525.00,,0.8181818181818181
train,borderline,21521091#98651543,1,0.6577061598169391,0,"High Roller II Tire - 29 x 2.3, Tubeless, Folding, Black, Dual, EXO","Maxxis Maxxis High Roller II Tire: 29 x 2.30\"", Folding, 60tpi, Dual Compound, EXO, Tubeless Ready, Black",,Maxxis,59.00,66.00,0.7636363636363636
train,borderline,21230169#1880445,1,0.662321083607409,1,JetStream 8-Port Gigabit Smart Switch,TP-LINK 8-Port Gigabit Smart Switch,,,49.99,59.99,0.8709677419354839
test,borderline,5155138#31526766,0,0.657627437742583,0,SMX120RMBP2UAPC Smart-UPS X 120V External Battery Pack Rack/Tower,SUA48XLBPAPC Smart-UPS XL 48V Battery Pack Tower/Rack Convertible,,,1.02,845.79,0.6
train,borderline,67394791#88555676,1,0.6624627958438605,1,Epson 79XXL Black Extra High Yield Inkjet Cartridge C13T789140 / T7891 EP52923,Epson atrament WF5000 series black XXL - 65.1ml C13T789140,Epson,,57.10,59.71,0.4705882352941177
